seed,arm,floor_target,n_test,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.4647288523302294,18549,0.7708232249716966,0.0868630506353753,0.0336473206772413,0.8301128563642548,8707,,,,,,,
0,expgrad_dp,0.4647288523302294,18549,0.7615504878969217,0.01570309077206128,0.1130114012413812,0.966120696319006,8457,0.07115995986331403,0.6716918243530718,0.6220204313280363,1.5924170616113744,548.0,333.0,-2.8712530148156654
0,expgrad_dp_floor,0.4647288523302294,18549,0.7610652865383578,0.01435469004802531,0.11094095823677963,0.969536334026257,8612,0.07250836058735,0.5529243483788934,0.5614236509758898,1.1954732510288066,489.0,382.0,-1.091076145629953
1,baseline,0.4626493218420019,18549,0.7703380236131327,0.08962522400884537,0.0251704257610168,0.8238135053926423,8634,,,,,,,
1,expgrad_dp,0.4626493218420019,18549,0.7647312523586177,0.02477449304805196,0.0988687366530766,0.9468714924652875,8428,0.06485073096079341,0.653540648600622,0.5968137254901961,1.5036674816625917,487.0,329.0,-2.385916145471392
1,expgrad_dp_floor,0.4626493218420019,18549,0.761496576634859,0.02130223808748566,0.10179686429298762,0.955060326811484,8602,0.06832298592135971,0.5075402234696832,0.5242603550295858,1.0625,443.0,402.0,-0.3706277507528376
2,baseline,0.4645902169643476,18549,0.7717936276888242,0.09124255058624164,0.022434139244408513,0.8219824840959613,8691,,,,,,,
2,expgrad_dp,0.4645902169643476,18549,0.7673729041996873,0.027142549140516337,0.09308596458522977,0.9428775149251856,8571,0.06410000144572531,0.583216067754172,0.572139303482587,1.2696629213483146,460.0,344.0,-1.380738695201933
2,expgrad_dp_floor,0.4645902169643476,18549,0.7681276618685643,0.023484968961954622,0.09241006172090405,0.9513112787258959,8737,0.06775758162428702,0.44569028962292767,0.498220640569395,0.9168173598553345,420.0,423.0,0.5292831664940744
3,baseline,0.4650523348506204,18549,0.7658633888619333,0.08781083879094626,0.02521722671932347,0.8280139741159582,8685,,,,,,,
3,expgrad_dp,0.4650523348506204,18549,0.7609574640142326,0.01853000749472361,0.10020177919265061,0.9602449370036125,8480,0.06928083129622264,0.6418120342591693,0.5956964892412231,1.4495614035087718,526.0,357.0,-2.360391479562464
3,expgrad_dp_floor,0.4650523348506204,18549,0.7584236346972882,0.019317823005931045,0.09542715398735246,0.9593449365930405,8641,0.06849301578501521,0.5169228133718365,0.5364464692482915,1.0817843866171004,471.0,407.0,-0.5066206102475532
4,baseline,0.46590725294022506,18549,0.7745970133160818,0.08725486313695985,0.01958220584759418,0.8285784675318688,8661,,,,,,,
4,expgrad_dp,0.46590725294022506,18549,0.7678041942961885,0.022411779853336422,0.10129346861949373,0.9519597495688416,8453,0.06484308328362343,0.6552236683943177,0.5951515151515151,1.498800959232614,491.0,334.0,-2.4015702574760422
4,expgrad_dp_floor,0.46590725294022506,18549,0.766510324006685,0.020273258838671926,0.09930057537354986,0.9572592525515331,8617,0.06698160429828792,0.5177042847199955,0.5329341317365269,1.0876494023904382,445.0,390.0,-0.508024477543009
